Evento,Electrones_Finales_Anodo
1,35019329.19313041
2,48261615.61090954
3,65210070.10816653
4,39247246.91057141
5,41171067.94409538
6,44602608.62869593
7,36128989.63803403
8,38445008.4497129
9,29113826.972353462
10,39518277.2258033
11,34002409.10920578
12,29084802.76964756
13,40762059.267338894
14,46321421.899028435
15,26278312.00584393
