Energia_eV,Electrones
6403.84,424
7058.0,567
6403.84,505
7058.0,524
7058.0,488
6403.84,533
6390.84,493
6403.84,455
7058.0,462
7058.0,484
6403.84,470
6390.84,478
6403.84,450
7058.0,507
6403.84,454
6403.84,484
7058.0,571
7058.0,600
6403.84,465
7058.0,468
7058.0,476
6403.84,464
7058.0,579
6403.84,448
6390.84,453
6403.84,502
6403.84,399
6390.84,482
6390.84,457
7058.0,449
6390.84,421
7058.0,505
7058.0,495
7058.0,527
7058.0,516
6403.84,464
6403.84,490
6403.84,468
7058.0,329
7058.0,465
6390.84,473
6390.84,442
6403.84,449
7058.0,475
6390.84,482
