Energia_eV,Electrones
6403.84,256616
6390.84,279734
7058.0,242427
6390.84,239245
6390.84,252936
6390.84,225938
6403.84,249135
6390.84,242446
6403.84,250933
6403.84,252806
6403.84,266123
6390.84,260278
6390.84,270100
6403.84,249408
6403.84,253977
6403.84,131937
6390.84,238879
6403.84,283243
6390.84,251491
6390.84,222599
6403.84,266017
6403.84,139916
6403.84,256728
6403.84,139736
6390.84,249831
6403.84,222690
6403.84,263783
6390.84,165285
6403.84,281233
6390.84,250210
6403.84,258108
6390.84,251638
6390.84,258253
7058.0,292452
6403.84,168310
6403.84,275861
6403.84,245670
6403.84,261771
7058.0,271530
6390.84,127132
6403.84,260762
7058.0,267696
6403.84,241548
6403.84,253014
6390.84,265547
6390.84,251893
6403.84,247140
6403.84,260347
6403.84,254237
6403.84,262154
6390.84,232355
6403.84,231042
6403.84,251399
6390.84,250025
6403.84,226796
6403.84,234290
6403.84,264243
6403.84,138329
6390.84,248424
7058.0,274382
6403.84,232399
6403.84,253583
6403.84,292597
6390.84,116548
6390.84,265194
6403.84,277733
6390.84,282474
6403.84,269158
6403.84,268664
6403.84,264360
7058.0,288026
7058.0,297059
6403.84,266821
6403.84,256687
6403.84,281276
6403.84,272708
6403.84,241027
6403.84,262781
6403.84,245099
6403.84,272320
6390.84,253295
6403.84,244966
6403.84,273725
6403.84,265720
6403.84,137295
6403.84,275531
6390.84,251953
6403.84,251091
6390.84,234724
6390.84,255623
7058.0,247367
6403.84,260738
6403.84,252262
6390.84,244784
6403.84,134222
6403.84,248399
6390.84,239037
6403.84,266916
6390.84,248016
6390.84,260141
6403.84,256015
6390.84,123112
6403.84,284602
6390.84,266113
6403.84,265682
6403.84,280214
6390.84,256048
6390.84,228299
6403.84,268652
6390.84,250225
6403.84,258602
6390.84,267962
6403.84,269731
6403.84,278926
6390.84,241464
6403.84,243317
6403.84,254584
6390.84,269901
6403.84,231125
7058.0,138878
6403.84,270456
6403.84,242749
6403.84,276721
6403.84,280148
6403.84,231484
6403.84,266771
6390.84,254608
7058.0,292883
6403.84,86857
6390.84,249339
6390.84,250743
6403.84,256508
6403.84,281970
6390.84,241872
7058.0,280758
6390.84,259203
6403.84,255838
6403.84,247469
6403.84,264898
6390.84,256443
7058.0,295352
6403.84,269429
7058.0,271893
6403.84,286694
6403.84,237019
6390.84,245664
6403.84,250226
6403.84,252351
6403.84,209873
6403.84,129933
6390.84,234556
7058.0,271228
6403.84,248844
6403.84,252279
6403.84,129112
6390.84,279950
6390.84,246958
6403.84,264313
6403.84,246807
6390.84,252792
6403.84,242197
6403.84,253418
6403.84,257662
6390.84,264355
6403.84,243283
6403.84,183231
6403.84,265855
6403.84,276986
6403.84,254536
6390.84,257996
6390.84,255562
6403.84,264337
6403.84,266698
6390.84,267994
6403.84,238469
6403.84,226616
6403.84,263290
6403.84,259663
6403.84,141842
6390.84,124716
6403.84,235934
6403.84,246837
6390.84,247910
7058.0,268484
6403.84,246700
7058.0,144664
6390.84,257936
6403.84,232257
7058.0,291366
6390.84,121776
6403.84,265206
6403.84,137029
6390.84,266009
6390.84,226245
6403.84,252551
6403.84,252757
6390.84,273812
6403.84,234776
6403.84,249273
6403.84,263633
6403.84,268356
6390.84,248841
6403.84,264323
6403.84,124399
6403.84,241962
6403.84,252289
6403.84,271827
6390.84,273590
6403.84,265829
7058.0,214619
6403.84,268946
7058.0,287598
6390.84,254062
6390.84,239984
6403.84,112131
6403.84,258694
6403.84,246760
6403.84,251312
7058.0,289182
6390.84,264850
7058.0,293525
6403.84,248447
6403.84,256740
6403.84,258432
6390.84,238708
6390.84,240499
6390.84,264304
6390.84,243219
6390.84,252127
6403.84,257847
6390.84,246204
6403.84,252175
6403.84,127553
6390.84,268223
6403.84,252892
6403.84,250998
6390.84,108954
6403.84,112659
6390.84,244969
6390.84,244139
6403.84,267141
6403.84,266899
6390.84,238009
6403.84,145083
6390.84,279478
6403.84,253985
6403.84,237005
6390.84,248984
6390.84,245612
6403.84,262795
6403.84,214163
6403.84,248886
6403.84,265332
6403.84,264261
6403.84,259379
6390.84,74389
6403.84,111621
6390.84,226562
6403.84,128875
6390.84,253052
6403.84,257916
6403.84,148099
6403.84,265796
6403.84,253361
