Energia_eV,Electrones
6390.84,234502
6403.84,240702
6390.84,126987
6403.84,250624
6390.84,276353
6403.84,252139
6390.84,254997
6390.84,268170
6390.84,252765
6403.84,267014
6390.84,267524
6403.84,260985
6403.84,266869
6403.84,260826
6403.84,249271
6390.84,252171
6403.84,261930
6403.84,245783
7058.0,291209
6390.84,258691
6403.84,183749
6390.84,240428
6403.84,267454
6390.84,266172
6390.84,119135
6403.84,136392
6390.84,267687
6403.84,269632
6390.84,282221
6390.84,283858
6403.84,270918
6403.84,137184
6403.84,245322
6403.84,265824
6403.84,239583
6390.84,244614
6390.84,242651
7058.0,283521
6390.84,271125
6390.84,246280
6403.84,241606
7058.0,261609
6403.84,134185
7058.0,284452
6390.84,251147
6390.84,254005
6390.84,246663
6403.84,272983
6390.84,267071
6403.84,283622
6390.84,270985
6403.84,263866
6403.84,272392
6403.84,242867
6403.84,270571
6390.84,221651
6390.84,264315
6390.84,139859
6403.84,175010
6403.84,244704
6390.84,126190
6403.84,229167
6403.84,230523
6403.84,259273
6390.84,232562
6390.84,67088
6390.84,261765
6403.84,240416
6390.84,233884
6403.84,259363
6403.84,260564
6403.84,232047
6390.84,270493
6403.84,247421
6390.84,238298
6403.84,236767
6403.84,263573
6403.84,245520
6403.84,254543
6390.84,256739
7058.0,294343
6403.84,284104
6403.84,279146
6403.84,266733
6403.84,261547
6403.84,258987
6390.84,253888
6390.84,272255
6403.84,266410
6390.84,276404
6403.84,256606
6403.84,252547
6390.84,249395
6403.84,209274
6390.84,268453
6403.84,254977
6390.84,131945
6403.84,252869
6390.84,250010
6403.84,268660
6403.84,262596
6390.84,123020
